Clutter Class,Path Loss (DL) (dB),Best Server,Transmitter_X,Transmitter_Y,User_X,User_Y,Max_Power,Transmitter_Height,Transmitter_Azimuth,Transmitter_Mechanical_Downtilt,Antenna_Gain,Antenna_Horizontal_Half-power_Beamwidth,Antenna_Vertical_Half-power_Beamwidth,Frequency,Horizontal_Attenuation,Vertical_Attenuation,User_Azimuth,User_Downtilt,User_Height,RSRP,Distance_euclid
1 - open,111.95,Site1_1,595522.53,5634212.34,595506,5634296,47,20,0,2,8,65,6,3300,0.01,0.01,168.6,-13.5,1.5,-78.11,85.27740908
1 - open,106.65,Site7_3,596216.91,5633488.93,596126,5633483,47,23,240,3,8,65,6,3300,0.03,0.03,86.2,-13.3,1.5,-73.87,91.10319972
1 - open,126.15,Site5_1,596165.56,5633716.67,596058,5633784,49,30,0,7,8,65,6,3300,0.14,0.14,121.8,-12.6,1.5,-92.39,126.8955574
22 - grass,116.69,Site6_2,595864.14,5633631.83,595925,5633654,48,18,120,2,8,65,6,3300,0.01,0.01,250.2,-14.3,1.5,-92.69,64.77228188
15 - dense_residential,70.96,Site7_2,596216.91,5633488.93,596244,5633479,45,30,120,7,8,65,6,3300,0.14,0.14,290.3,-36.7,1.5,-42.08,28.8526082
11 - open_in_urban,120.88,Site2_3,595886.47,5634321.74,595728,5634065,44,20,240,5,8,65,6,3300,0.07,0.07,31.6,-7.1,1.5,-86.66,301.7087478
1 - open,126.3,Site3_3,595774.83,5633884.13,595703,5633859,49,17,240,3,8,65,6,3300,0.03,0.03,70.9,-32.5,1.5,-97.72,76.09905256
7 - dense_urban,106.13,Site4_3,596192.35,5634069.44,596123,5634084,43,10,240,4,8,65,6,3300,0.05,0.05,102.3,11.6,1.5,-75.23,70.861951
7 - dense_urban,100.57,Site6_1,595864.14,5633631.83,595846,5633653,43,14,0,9,8,65,6,3300,0.23,0.23,139.4,13.2,1.5,-74.72,27.87881812
1 - open,97.55,Site6_2,595864.14,5633631.83,595875,5633591,48,18,120,2,8,65,6,3300,0.01,0.01,345,-7.4,1.5,-68.61,42.24959763
7 - dense_urban,123.17,Site5_2,596165.56,5633716.67,596199,5633667,49,28,120,8,8,65,6,3300,0.18,0.18,326.6,-3.3,1.5,-89.63,59.87772958
11 - open_in_urban,115.33,Site2_3,595886.47,5634321.74,595704,5634145,44,20,240,5,8,65,6,3300,0.07,0.07,45.8,-8.4,1.5,-80.45,254.0321407
7 - dense_urban,126.18,Site8_3,595922.19,5634056.05,595850,5633861,43,16,240,0,8,65,6,3300,0,0,20.3,0.4,1.5,-91.99,207.9805246
1 - open,111.67,Site6_2,595864.14,5633631.83,595991,5633699,48,18,120,2,8,65,6,3300,0.01,0.01,242.2,3.4,1.5,-83.36,143.5453535
1 - open,117.91,Site4_3,596192.35,5634069.44,596083,5634157,43,10,240,4,8,65,6,3300,0.05,0.05,128.9,-3.5,1.5,-83.39,140.0863166
19 - high_buildings,107.09,Site3_3,595774.83,5633884.13,595722,5633896,49,17,240,3,8,65,6,3300,0.03,0.03,102.8,-15.9,1.5,-75.75,54.14707564
1 - open,101.84,Site8_3,595922.19,5634056.05,595798,5634017,43,16,240,0,8,65,6,3300,0,0,72.5,-9.8,1.5,-68.56,130.1847095
7 - dense_urban,123.23,Site1_3,595522.53,5634212.34,595409,5634293,48,13,240,1,8,65,6,3300,0,0,125.4,3.1,1.5,-89.36,139.2662791
12 - parks_in_urban,103.09,Site7_2,596216.91,5633488.93,596298,5633468,45,30,120,7,8,65,6,3300,0.14,0.14,284.5,-18.8,1.5,-69.72,83.74755519
19 - high_buildings,112.74,Site5_2,596165.56,5633716.67,596160,5633619,49,28,120,8,8,65,6,3300,0.18,0.18,3.5,0.3,1.5,-78.89,97.82812735
19 - high_buildings,105.47,Site3_3,595774.83,5633884.13,595760,5633858,49,17,240,3,8,65,6,3300,0.03,0.03,30,-17.6,1.5,-75.38,30.04506282
7 - dense_urban,108.45,Site4_3,596192.35,5634069.44,596123,5634053,43,10,240,4,8,65,6,3300,0.05,0.05,76.9,11.6,1.5,-77.71,71.27198678
5 - residential,119.57,Site2_1,595886.47,5634321.74,595991,5634392,43,14,0,4,8,65,6,3300,0.05,0.05,236.3,-10.5,1.5,-85.64,125.9483565
1 - open,108.82,Site3_3,595774.83,5633884.13,595746,5633885,49,17,240,3,8,65,6,3300,0.03,0.03,92,-59.1,1.5,-82.17,28.84312396
11 - open_in_urban,113.05,Site6_2,595864.14,5633631.83,595958,5633663,48,18,120,2,8,65,6,3300,0.01,0.01,251.7,-9.5,1.5,-86.6,98.90029575
19 - high_buildings,122.79,Site5_1,596165.56,5633716.67,596100,5633777,49,30,0,7,8,65,6,3300,0.14,0.14,132.3,-1,1.5,-88.12,89.0944583
1 - open,104.04,Site7_1,596216.91,5633488.93,596264,5633531,44,15,0,6,8,65,6,3300,0.1,0.1,228.2,-12.1,1.5,-70.17,63.14549073
1 - open,114.01,Site8_1,595922.19,5634056.05,595919,5634384,46,22,0,2,8,65,6,3300,0.01,0.01,179.5,-5,1.5,-81.95,327.9655143
1 - open,114.37,Site5_1,596165.56,5633716.67,596197,5633683,49,30,0,7,8,65,6,3300,0.14,0.14,317.6,-31.8,1.5,-85.85,46.06671792
12 - parks_in_urban,114.16,Site7_3,596216.91,5633488.93,596109,5633473,47,23,240,3,8,65,6,3300,0.03,0.03,81.6,-2.4,1.5,-79.26,109.0794802
11 - open_in_urban,115.73,Site6_3,595864.14,5633631.83,595711,5633646,43,20,240,4,8,65,6,3300,0.05,0.05,95.2,-6.9,1.5,-82.54,153.7941758
7 - dense_urban,102.72,Site1_1,595522.53,5634212.34,595447,5634264,47,20,0,2,8,65,6,3300,0.01,0.01,124.4,0.9,1.5,-68.28,91.50702978
1 - open,119.01,Site6_1,595864.14,5633631.83,595817,5633722,43,14,0,9,8,65,6,3300,0.23,0.23,152.4,-7,1.5,-84.65,101.7487518
1 - open,95.37,Site8_1,595922.19,5634056.05,595996,5634327,46,22,0,2,8,65,6,3300,0.01,0.01,195.3,-5.8,1.5,-60.65,280.8234652
19 - high_buildings,116.9,Site3_1,595774.83,5633884.13,595689,5633902,45,15,0,2,8,65,6,3300,0.01,0.01,101.8,-11.3,1.5,-83.39,87.67055264
15 - dense_residential,117.97,Site4_3,596192.35,5634069.44,596101,5634036,43,10,240,4,8,65,6,3300,0.05,0.05,70.1,-0.9,1.5,-83.59,97.27824063
1 - open,111.88,Site8_3,595922.19,5634056.05,595769,5633902,43,16,240,0,8,65,6,3300,0,0,44.8,-4.9,1.5,-77.29,217.2523385
11 - open_in_urban,99.47,Site4_3,596192.35,5634069.44,596154,5634089,43,10,240,4,8,65,6,3300,0.05,0.05,117.8,-11.2,1.5,-65.76,43.05015796
9 - commercial_industrial,120.25,Site1_1,595522.53,5634212.34,595487,5634377,47,20,0,2,8,65,6,3300,0.01,0.01,167.7,1.2,1.5,-86.27,168.4496854
19 - high_buildings,111.31,Site6_3,595864.14,5633631.83,595808,5633624,43,20,240,4,8,65,6,3300,0.05,0.05,81.9,20.8,1.5,-86.24,56.68340586
15 - dense_residential,117.71,Site1_1,595522.53,5634212.34,595676,5634282,47,20,0,2,8,65,6,3300,0.01,0.01,245.4,-6.9,1.5,-83.05,168.5394805
7 - dense_urban,119.23,Site1_1,595522.53,5634212.34,595469,5634279,47,20,0,2,8,65,6,3300,0.01,0.01,141.1,-5.6,1.5,-85.18,85.49278625
19 - high_buildings,128.37,Site3_2,595774.83,5633884.13,595889,5633782,49,30,120,5,8,65,6,3300,0.07,0.07,311.8,-5,1.5,-93.89,153.1839606
7 - dense_urban,103.73,Site3_3,595774.83,5633884.13,595702,5633887,49,17,240,3,8,65,6,3300,0.03,0.03,92.4,-20.6,1.5,-76.83,72.88652688
7 - dense_urban,93.99,Site8_1,595922.19,5634056.05,595849,5634431,46,22,0,2,8,65,6,3300,0.01,0.01,169,-0.7,1.5,-59.4,382.0265417
1 - open,91.54,Site5_1,596165.56,5633716.67,596174,5633733,49,30,0,7,8,65,6,3300,0.14,0.14,206.6,-4.8,1.5,-57.09,18.38212447
7 - dense_urban,103.16,Site4_2,596192.35,5634069.44,596229,5634058,44,14,120,6,8,65,6,3300,0.1,0.1,286.6,0.7,1.5,-68.96,38.39395916
19 - high_buildings,107.69,Site8_1,595922.19,5634056.05,596001,5634108,46,22,0,2,8,65,6,3300,0.01,0.01,236.6,-0.9,1.5,-72.71,94.39183545
1 - open,119.63,Site3_2,595774.83,5633884.13,595870,5633770,49,30,120,5,8,65,6,3300,0.07,0.07,320.2,-22.5,1.5,-87.81,148.6034515
1 - open,119.37,Site6_1,595864.14,5633631.83,595890,5633883,43,14,0,9,8,65,6,3300,0.23,0.23,185.9,2.8,1.5,-86.42,252.4977396
7 - dense_urban,116.99,Site8_2,595922.19,5634056.05,596156,5634050,49,21,120,1,8,65,6,3300,0,0,271.5,-0.9,1.5,-82.79,233.8882609
7 - dense_urban,70.05,Site2_2,595886.47,5634321.74,595891,5634307,43,18,120,2,8,65,6,3300,0.01,0.01,341.6,-47.9,1.5,-48.02,15.42039234
22 - grass,100.58,Site6_2,595864.14,5633631.83,595887,5633568,48,18,120,2,8,65,6,3300,0.01,0.01,340.2,-13.6,1.5,-70.79,67.80006268
1 - open,122.1,Site1_2,595522.53,5634212.34,595618,5634016,43,15,146,3,8,65,6,3300,0.03,0.03,334.1,-4.1,1.5,-87.9,218.3206736
1 - open,103.09,Site3_3,595774.83,5633884.13,595725,5633869,49,17,240,3,8,65,6,3300,0.03,0.03,73.3,-37.8,1.5,-73.86,52.07634588
7 - dense_urban,81.34,Site6_2,595864.14,5633631.83,595871,5633631,48,18,120,2,8,65,6,3300,0.01,0.01,278.1,37.9,1.5,-52.19,6.910028943
19 - high_buildings,132.25,Site7_1,596216.91,5633488.93,596169,5633614,44,15,0,6,8,65,6,3300,0.1,0.1,159,5.8,1.5,-99.41,133.9323449
1 - open,112.18,Site3_2,595774.83,5633884.13,595827,5633736,49,30,120,5,8,65,6,3300,0.07,0.07,340.6,-13.8,1.5,-78.46,157.0484186
11 - open_in_urban,102.79,Site6_2,595864.14,5633631.83,595909,5633671,48,18,120,2,8,65,6,3300,0.01,0.01,229.1,-15.5,1.5,-76.13,59.55424838
19 - high_buildings,119.51,Site1_2,595522.53,5634212.34,595613,5634167,43,15,146,3,8,65,6,3300,0.03,0.03,296.6,7.1,1.5,-87.71,101.195536
7 - dense_urban,115.05,Site2_1,595886.47,5634321.74,595889,5634415,43,14,0,4,8,65,6,3300,0.05,0.05,181.8,-10.1,1.5,-82.92,93.29431119
1 - open,124.68,Site3_3,595774.83,5633884.13,595704,5633870,49,17,240,3,8,65,6,3300,0.03,0.03,78.8,-18,1.5,-93.76,72.22565888
1 - open,114.69,Site2_3,595886.47,5634321.74,595843,5634188,44,20,240,5,8,65,6,3300,0.07,0.07,17.8,-14.9,1.5,-81.04,140.627268
15 - dense_residential,137.08,Site8_2,595922.19,5634056.05,596247,5633997,49,21,120,1,8,65,6,3300,0,0,280.3,-3.2,1.5,-102.11,330.1339707
11 - open_in_urban,116.41,Site5_3,596165.56,5633716.67,596050,5633752,47,13,240,8,8,65,6,3300,0.18,0.18,106.8,-5.4,1.5,-88.29,120.8400699
1 - open,114.82,Site6_2,595864.14,5633631.83,595931,5633658,48,18,120,2,8,65,6,3300,0.01,0.01,248.8,-12.9,1.5,-90.17,71.79922353
1 - open,99.27,Site2_2,595886.47,5634321.74,595974,5634354,43,18,120,2,8,65,6,3300,0.01,0.01,250,-20.8,1.5,-73.15,93.28562858
11 - open_in_urban,88.63,Site8_2,595922.19,5634056.05,596136,5633988,49,21,120,1,8,65,6,3300,0,0,287.6,-7,1.5,-54.1,224.3780707
22 - grass,107.57,Site7_3,596216.91,5633488.93,596160,5633417,47,23,240,3,8,65,6,3300,0.03,0.03,38.4,-13.2,1.5,-74.36,91.72062473
11 - open_in_urban,111.5,Site5_1,596165.56,5633716.67,596124,5633838,49,30,0,7,8,65,6,3300,0.14,0.14,160.9,-12.5,1.5,-77.03,128.2505458
1 - open,106.02,Site8_3,595922.19,5634056.05,595736,5634106,43,16,240,0,8,65,6,3300,0,0,105,-6.7,1.5,-71.96,192.7737498
1 - open,112.24,Site3_3,595774.83,5633884.13,595727,5633882,49,17,240,3,8,65,6,3300,0.03,0.03,87.6,-45.3,1.5,-86.13,47.87740386
7 - dense_urban,106.55,Site7_3,596216.91,5633488.93,596138,5633542,47,23,240,3,8,65,6,3300,0.03,0.03,123.9,-4.5,1.5,-71.91,95.09580958
15 - dense_residential,114.79,Site3_3,595774.83,5633884.13,595713,5633871,49,17,240,3,8,65,6,3300,0.03,0.03,78.2,-32.6,1.5,-85.88,63.20874781
1 - open,114.23,Site6_1,595864.14,5633631.83,595884,5633765,43,14,0,9,8,65,6,3300,0.23,0.23,188.6,-5.3,1.5,-79.95,134.642744
19 - high_buildings,126.77,Site5_1,596165.56,5633716.67,596184,5633672,49,30,0,7,8,65,6,3300,0.14,0.14,338.2,-3,1.5,-93.28,48.32641617
19 - high_buildings,99.66,Site3_2,595774.83,5633884.13,595768,5633855,49,30,120,5,8,65,6,3300,0.07,0.07,13.6,-37,1.5,-71.02,29.91998997
7 - dense_urban,110.11,Site4_2,596192.35,5634069.44,596248,5634054,44,14,120,6,8,65,6,3300,0.1,0.1,285,6.4,1.5,-77.58,57.75219563
19 - high_buildings,122.37,Site2_3,595886.47,5634321.74,595713,5634130,44,20,240,5,8,65,6,3300,0.07,0.07,42,-2.5,1.5,-87.95,258.5654047
1 - open,113.33,Site7_3,596216.91,5633488.93,596198,5633429,47,23,240,3,8,65,6,3300,0.03,0.03,17.6,-18.9,1.5,-84.07,62.84260497
1 - open,118.22,Site8_1,595922.19,5634056.05,595947,5634318,46,22,0,2,8,65,6,3300,0.01,0.01,185.5,-6.2,1.5,-84.8,263.1222883
19 - high_buildings,107.82,Site5_1,596165.56,5633716.67,596124,5633754,49,30,0,7,8,65,6,3300,0.14,0.14,131.4,-8.6,1.5,-73.17,55.86378523
1 - open,116.36,Site7_1,596216.91,5633488.93,596175,5633660,44,15,0,6,8,65,6,3300,0.1,0.1,166.2,-4.4,1.5,-81.53,176.1289102
7 - dense_urban,117.69,Site7_3,596216.91,5633488.93,596190,5633397,47,23,240,3,8,65,6,3300,0.03,0.03,16.4,-12.6,1.5,-84.81,95.78764534
1 - open,121.62,Site4_1,596192.35,5634069.44,596028,5634137,41,18,0,2,8,65,6,3300,0.01,0.01,112.5,-5.3,1.5,-87.07,177.6943333
7 - dense_urban,97.74,Site4_2,596192.35,5634069.44,596190,5634045,44,14,120,6,8,65,6,3300,0.1,0.1,4.8,12.9,1.5,-67.28,24.55272083
19 - high_buildings,116.84,Site8_3,595922.19,5634056.05,595769,5633946,43,16,240,0,8,65,6,3300,0,0,54.3,3.2,1.5,-83.25,188.6217872
15 - dense_residential,107.56,Site4_1,596192.35,5634069.44,596193,5634181,41,18,0,2,8,65,6,3300,0.01,0.01,180.5,-3.8,1.5,-75.38,111.5618936
19 - high_buildings,122.69,Site3_2,595774.83,5633884.13,595776,5633763,49,30,120,5,8,65,6,3300,0.07,0.07,359.5,-11.4,1.5,-88.1,121.1356504
11 - open_in_urban,123.06,Site4_3,596192.35,5634069.44,596055,5634152,43,10,240,4,8,65,6,3300,0.05,0.05,121.2,-3,1.5,-88.2,160.2534745
19 - high_buildings,119.33,Site3_2,595774.83,5633884.13,595807,5633663,49,30,120,5,8,65,6,3300,0.07,0.07,351.8,-7.3,1.5,-84.35,223.4577942
1 - open,118.36,Site8_1,595922.19,5634056.05,595985,5634332,46,22,0,2,8,65,6,3300,0.01,0.01,192.9,-5.7,1.5,-83.78,283.0079479
7 - dense_urban,104.01,Site1_3,595522.53,5634212.34,595461,5634237,48,13,240,1,8,65,6,3300,0,0,112,3,1.5,-69.91,66.28767985
19 - high_buildings,127.82,Site1_1,595522.53,5634212.34,595634,5634391,47,20,0,2,8,65,6,3300,0.01,0.01,211.8,3.7,1.5,-95.57,210.5824221
7 - dense_urban,118.38,Site7_2,596216.91,5633488.93,596205,5633364,45,30,120,7,8,65,6,3300,0.14,0.14,5.5,-4.8,1.5,-89.24,125.4964262
12 - parks_in_urban,111.67,Site4_3,596192.35,5634069.44,596149,5634020,43,10,240,4,8,65,6,3300,0.05,0.05,41.3,-1.3,1.5,-76.77,65.75360142
7 - dense_urban,114.29,Site2_1,595886.47,5634321.74,595869,5634398,43,14,0,4,8,65,6,3300,0.05,0.05,167.4,-12,1.5,-80.51,78.2354683
19 - high_buildings,106.15,Site8_3,595922.19,5634056.05,595771,5633915,43,16,240,0,8,65,6,3300,0,0,47,-6.2,1.5,-71.91,206.76924
1 - open,114.53,Site5_2,596165.56,5633716.67,596169,5633680,49,28,120,8,8,65,6,3300,0.18,0.18,355.4,-12.9,1.5,-79.8,36.83099917
7 - dense_urban,70.93,Site2_2,595886.47,5634321.74,595893,5634319,43,18,120,2,8,65,6,3300,0.01,0.01,293.2,-70.5,1.5,-38.06,7.081560563
1 - open,102.57,Site3_1,595774.83,5633884.13,595780,5633926,45,15,0,2,8,65,6,3300,0.01,0.01,186.8,-11.4,1.5,-69.01,42.1879817
7 - dense_urban,107.62,Site5_3,596165.56,5633716.67,596118,5633652,47,13,240,8,8,65,6,3300,0.18,0.18,36.4,9.5,1.5,-75.55,80.27554111
1 - open,80.57,Site5_3,596165.56,5633716.67,596154,5633690,47,13,240,8,8,65,6,3300,0.18,0.18,24,-21.3,1.5,-50.21,29.06755064
11 - open_in_urban,124.08,Site2_1,595886.47,5634321.74,595949,5634430,43,14,0,4,8,65,6,3300,0.05,0.05,210.3,-14.1,1.5,-91.89,125.0209123
11 - open_in_urban,122.34,Site4_2,596192.35,5634069.44,596230,5634029,44,14,120,6,8,65,6,3300,0.1,0.1,316.5,-12.8,1.5,-88.1,55.25319991
7 - dense_urban,112.87,Site1_2,595522.53,5634212.34,595599,5634229,43,15,146,3,8,65,6,3300,0.03,0.03,257.4,7,1.5,-79.88,78.26376237
19 - high_buildings,129.76,Site8_2,595922.19,5634056.05,596105,5633981,49,21,120,1,8,65,6,3300,0,0,292.3,0.4,1.5,-95.62,197.6157853
19 - high_buildings,117.71,Site3_2,595774.83,5633884.13,595850,5633787,49,30,120,5,8,65,6,3300,0.07,0.07,322.3,-15.3,1.5,-83.47,122.8200546
7 - dense_urban,114.81,Site5_2,596165.56,5633716.67,596160,5633677,49,28,120,8,8,65,6,3300,0.18,0.18,8.5,-3.5,1.5,-80.37,40.05773958
7 - dense_urban,106.83,Site3_1,595774.83,5633884.13,595740,5633936,45,15,0,2,8,65,6,3300,0.01,0.01,146.1,-22.1,1.5,-78.41,62.47900287
1 - open,106.72,Site8_3,595922.19,5634056.05,595887,5633960,43,16,240,0,8,65,6,3300,0,0,20,-12.4,1.5,-74.98,102.2933947
12 - parks_in_urban,105.61,Site2_3,595886.47,5634321.74,595785,5634143,44,20,240,5,8,65,6,3300,0.07,0.07,29.4,-9,1.5,-71.7,205.5338135
1 - open,112.42,Site2_1,595886.47,5634321.74,595835,5634390,43,14,0,4,8,65,6,3300,0.05,0.05,143.1,-20.3,1.5,-84.41,85.49028307
19 - high_buildings,108.65,Site6_3,595864.14,5633631.83,595803,5633650,43,20,240,4,8,65,6,3300,0.05,0.05,106.4,12,1.5,-77.58,63.78282292
1 - open,109.24,Site3_3,595774.83,5633884.13,595702,5633852,49,17,240,3,8,65,6,3300,0.03,0.03,66.3,-31.3,1.5,-81.72,79.60242333
11 - open_in_urban,123.82,Site7_2,596216.91,5633488.93,596341,5633543,45,30,120,7,8,65,6,3300,0.14,0.14,246.5,-11.9,1.5,-97.45,135.3583873
7 - dense_urban,118.11,Site3_3,595774.83,5633884.13,595707,5633859,49,17,240,3,8,65,6,3300,0.03,0.03,69.8,-33.8,1.5,-89.32,72.33550857
11 - open_in_urban,88.36,Site4_3,596192.35,5634069.44,596179,5634043,43,10,240,4,8,65,6,3300,0.05,0.05,26.6,-16.3,1.5,-57.73,29.61918466
1 - open,99.88,Site5_2,596165.56,5633716.67,596160,5633689,49,28,120,8,8,65,6,3300,0.18,0.18,12.1,-42.8,1.5,-70.88,28.22308452
11 - open_in_urban,108.32,Site6_2,595864.14,5633631.83,595910,5633663,48,18,120,2,8,65,6,3300,0.01,0.01,236,-16.6,1.5,-82.41,55.4500541
11 - open_in_urban,114.64,Site4_2,596192.35,5634069.44,596236,5634068,44,14,120,6,8,65,6,3300,0.1,0.1,271.3,-15.9,1.5,-82.13,43.67374612
22 - grass,122.95,Site5_3,596165.56,5633716.67,595962,5633656,47,13,240,8,8,65,6,3300,0.18,0.18,73.4,-3.1,1.5,-88.12,212.4088569
7 - dense_urban,118.23,Site1_1,595522.53,5634212.34,595647,5634327,47,20,0,2,8,65,6,3300,0.01,0.01,227.2,0.5,1.5,-83.9,169.2326697
7 - dense_urban,129.5,Site2_2,595886.47,5634321.74,596199,5634027,43,18,120,2,8,65,6,3300,0.01,0.01,313.3,-1.8,1.5,-94.67,429.588953
1 - open,116.18,Site8_3,595922.19,5634056.05,595745,5633880,43,16,240,0,8,65,6,3300,0,0,45.2,-5.2,1.5,-81.65,249.7797001
19 - high_buildings,103.42,Site3_2,595774.83,5633884.13,595814,5633890,49,30,120,5,8,65,6,3300,0.07,0.07,261.3,-39.5,1.5,-75.21,39.60739577
11 - open_in_urban,113.59,Site6_2,595864.14,5633631.83,595895,5633615,48,18,120,2,8,65,6,3300,0.01,0.01,298.7,-25,1.5,-87.89,35.15093882
5 - residential,93.85,Site8_1,595922.19,5634056.05,595971,5634308,46,22,0,2,8,65,6,3300,0.01,0.01,191,-4.3,1.5,-59.32,256.6344065
1 - open,106.47,Site2_2,595886.47,5634321.74,596008,5634196,43,18,120,2,8,65,6,3300,0.01,0.01,315.9,-11.4,1.5,-72.9,174.8716343
1 - open,74.98,Site8_2,595922.19,5634056.05,596065,5634008,49,21,120,1,8,65,6,3300,0,0,288.6,-10.3,1.5,-41.12,150.6768018
19 - high_buildings,107.55,Site3_3,595774.83,5633884.13,595742,5633856,49,17,240,3,8,65,6,3300,0.03,0.03,49.7,-12.4,1.5,-74.38,43.23315626
19 - high_buildings,109.74,Site5_2,596165.56,5633716.67,596155,5633655,49,28,120,8,8,65,6,3300,0.18,0.18,10.1,1.4,1.5,-76.23,62.56758346
7 - dense_urban,115.52,Site5_2,596165.56,5633716.67,596163,5633678,49,28,120,8,8,65,6,3300,0.18,0.18,4.4,-3.7,1.5,-80.96,38.75464488
1 - open,101.09,Site7_1,596216.91,5633488.93,596240,5633529,44,15,0,6,8,65,6,3300,0.1,0.1,209.9,-16.3,1.5,-68.95,46.24665393
11 - open_in_urban,101.1,Site6_3,595864.14,5633631.83,595871,5633572,43,20,240,4,8,65,6,3300,0.05,0.05,353.3,-17,1.5,-70.66,60.22199349
19 - high_buildings,111.07,Site6_3,595864.14,5633631.83,595803,5633629,43,20,240,4,8,65,6,3300,0.05,0.05,87.2,-7.9,1.5,-76.93,61.20546136
19 - high_buildings,111.24,Site3_1,595774.83,5633884.13,595721,5633943,45,15,0,2,8,65,6,3300,0.01,0.01,137.5,-14.4,1.5,-77.93,79.7705823
1 - open,109.03,Site2_3,595886.47,5634321.74,595642,5634265,44,20,240,5,8,65,6,3300,0.07,0.07,76.9,-8.5,1.5,-74.04,250.9681424
1 - open,111.8,Site5_1,596165.56,5633716.67,596086,5633819,49,30,0,7,8,65,6,3300,0.14,0.14,141.9,-12.4,1.5,-78.65,129.6195298
7 - dense_urban,118.78,Site4_3,596192.35,5634069.44,596124,5633973,43,10,240,4,8,65,6,3300,0.05,0.05,35.3,1.7,1.5,-84.54,118.2048903
19 - high_buildings,119.26,Site2_2,595886.47,5634321.74,596049,5634192,43,18,120,2,8,65,6,3300,0.01,0.01,308.6,-1.2,1.5,-84.98,207.9626613
11 - open_in_urban,120.22,Site1_1,595522.53,5634212.34,595619,5634268,47,20,0,2,8,65,6,3300,0.01,0.01,239.7,-10.5,1.5,-85.74,111.3754753
7 - dense_urban,118.89,Site7_3,596216.91,5633488.93,596121,5633539,47,23,240,3,8,65,6,3300,0.03,0.03,117.5,-5.5,1.5,-84.14,108.1930358
11 - open_in_urban,92.41,Site7_1,596216.91,5633488.93,596206,5633516,44,15,0,6,8,65,6,3300,0.1,0.1,157.8,-24.8,1.5,-65.97,29.18583561
1 - open,105.64,Site5_3,596165.56,5633716.67,596192,5633689,47,13,240,8,8,65,6,3300,0.18,0.18,317.1,-12.5,1.5,-78.75,38.2714319
7 - dense_urban,121.08,Site7_1,596216.91,5633488.93,596193,5633652,44,15,0,6,8,65,6,3300,0.1,0.1,171.6,4,1.5,-88.32,164.8135704
15 - dense_residential,128.37,Site5_3,596165.56,5633716.67,595970,5633673,47,13,240,8,8,65,6,3300,0.18,0.18,77.3,-1.9,1.5,-93.42,200.3766017
1 - open,113.71,Site8_3,595922.19,5634056.05,595747,5633880,43,16,240,0,8,65,6,3300,0,0,44.8,-5.2,1.5,-79.17,248.3649303
7 - dense_urban,123.55,Site8_2,595922.19,5634056.05,596122,5633984,49,21,120,1,8,65,6,3300,0,0,289.8,-0.9,1.5,-89.02,212.4034807
7 - dense_urban,125.69,Site1_1,595522.53,5634212.34,595427,5634343,47,20,0,2,8,65,6,3300,0.01,0.01,143.8,0.2,1.5,-92.57,161.8580134
1 - open,122.43,Site8_1,595922.19,5634056.05,595921,5634380,46,22,0,2,8,65,6,3300,0.01,0.01,179.8,-5,1.5,-90.51,323.9521857
11 - open_in_urban,102.64,Site1_1,595522.53,5634212.34,595531,5634265,47,20,0,2,8,65,6,3300,0.01,0.01,188.6,-20.9,1.5,-72.1,53.33682124
19 - high_buildings,87.49,Site5_2,596165.56,5633716.67,596163,5633696,49,28,120,8,8,65,6,3300,0.18,0.18,8.1,1.4,1.5,-53.96,20.82792596
1 - open,108.53,Site2_2,595886.47,5634321.74,596027,5634324,43,18,120,2,8,65,6,3300,0.01,0.01,269.2,-14.1,1.5,-77.19,140.5481715
1 - open,118.51,Site4_2,596192.35,5634069.44,596173,5633947,44,14,120,6,8,65,6,3300,0.1,0.1,8.9,0.2,1.5,-84.02,123.9595745
1 - open,102.15,Site1_3,595522.53,5634212.34,595475,5634186,48,13,240,1,8,65,6,3300,0,0,61.6,-13.9,1.5,-70.72,54.34056036
1 - open,110.65,Site6_1,595864.14,5633631.83,595795,5633793,43,14,0,9,8,65,6,3300,0.23,0.23,156.8,-4.1,1.5,-75.85,175.3741957
7 - dense_urban,121.86,Site1_2,595522.53,5634212.34,595647,5633965,43,15,146,3,8,65,6,3300,0.03,0.03,333.3,1.3,1.5,-88.38,276.8932222
19 - high_buildings,114.97,Site8_3,595922.19,5634056.05,595600,5633958,43,16,240,0,8,65,6,3300,0,0,73.1,0.8,1.5,-80.16,336.779154
11 - open_in_urban,118.44,Site7_2,596216.91,5633488.93,596302,5633491,45,30,120,7,8,65,6,3300,0.14,0.14,268.7,-18.5,1.5,-86.27,85.11517491
19 - high_buildings,94.25,Site3_2,595774.83,5633884.13,595818,5633889,49,30,120,5,8,65,6,3300,0.07,0.07,263.4,-36.9,1.5,-67.18,43.4438235
15 - dense_residential,108.29,Site7_3,596216.91,5633488.93,596210,5633378,47,23,240,3,8,65,6,3300,0.03,0.03,3.6,-8.4,1.5,-73.99,111.1450089
12 - parks_in_urban,125.14,Site8_2,595922.19,5634056.05,596200,5633998,49,21,120,1,8,65,6,3300,0,0,281.8,-3.1,1.5,-90.14,283.8101453
1 - open,107.8,Site7_1,596216.91,5633488.93,596264,5633539,44,15,0,6,8,65,6,3300,0.1,0.1,223.2,-11.1,1.5,-73.95,68.73480196
